Supplier,CreatedOn,CompletedDate,Time_To_Complete,Total,Guid,SupplierCode,SupplierName
"{'Guid': 'd320ea27-5022-44fe-b03a-7038f3e85d65', 'SupplierCode': 'American OEM', 'SupplierName': 'American OEM'}",2019-04-03,2019-05-06,32 days 20:33:16.538000000,3910.11,d320ea27-5022-44fe-b03a-7038f3e85d65,American OEM,American OEM
"{'Guid': 'f0433f30-c232-44cd-a2b6-690e334d461e', 'SupplierCode': 'Superior Hardwood Flooring', 'SupplierName': 'Superior Hardwood Flooring'}",2019-04-03,2019-04-09,6 days 00:03:10.886000000,988.0,f0433f30-c232-44cd-a2b6-690e334d461e,Superior Hardwood Flooring,Superior Hardwood Flooring
"{'Guid': 'e462cc98-230f-4dcb-803a-fcadaf1369d1', 'SupplierCode': 'Ohio Valley Flooring', 'SupplierName': 'Ohio Valley Flooring'}",2019-04-04,2019-04-05,0 days 22:22:06.565000000,81.56,e462cc98-230f-4dcb-803a-fcadaf1369d1,Ohio Valley Flooring,Ohio Valley Flooring
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-04,2019-05-07,32 days 23:43:37.544000000,4179.42,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'e462cc98-230f-4dcb-803a-fcadaf1369d1', 'SupplierCode': 'Ohio Valley Flooring', 'SupplierName': 'Ohio Valley Flooring'}",2019-04-04,2019-04-29,24 days 21:55:30.758000000,1940.41,e462cc98-230f-4dcb-803a-fcadaf1369d1,Ohio Valley Flooring,Ohio Valley Flooring
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-04,2019-05-20,46 days 03:09:52.386000000,121.22,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8f909249-63d3-43a8-9c11-c39be40e5399', 'SupplierCode': 'Lebanon Oak Flooring Co. LLC', 'SupplierName': 'Lebanon Oak Flooring Co. LLC'}",2019-04-04,2019-04-29,25 days 00:12:00.453000000,583.2,8f909249-63d3-43a8-9c11-c39be40e5399,Lebanon Oak Flooring Co. LLC,Lebanon Oak Flooring Co. LLC
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-04,2019-05-20,45 days 22:30:29.240000000,4766.58,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '953f1663-9ccf-47fb-a45f-5eb7fe5e7555', 'SupplierCode': 'OSHKOSH DESIGNS', 'SupplierName': 'OSHKOSH DESIGNS'}",2019-04-04,2019-04-17,13 days 00:34:39.448000000,556.8,953f1663-9ccf-47fb-a45f-5eb7fe5e7555,OSHKOSH DESIGNS,OSHKOSH DESIGNS
"{'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}",2019-04-05,2019-04-18,13 days 03:02:45.690000000,3535.0,674c4ed6-6a2c-40bf-b7bc-a7eb69bba746,"GRILL WORKS, INC.","GRILL WORKS, INC."
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-05,2019-04-17,12 days 00:21:04.752000000,3430.0,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-05,2019-04-17,11 days 22:57:42.808000000,1695.33,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-05,2019-04-17,11 days 18:58:26.299000000,767.8,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '525ae327-d3dd-4d28-a396-5a76f17712c1', 'SupplierCode': 'JOHNSON PREMIUM HARDWOOD', 'SupplierName': 'JOHNSON PREMIUM HARDWOOD'}",2019-04-08,2019-04-24,16 days 05:06:04.856000000,92.0,525ae327-d3dd-4d28-a396-5a76f17712c1,JOHNSON PREMIUM HARDWOOD,JOHNSON PREMIUM HARDWOOD
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-08,2019-04-25,16 days 23:14:19.942000000,67.42,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-09,2019-04-17,8 days 03:58:29.935000000,2113.8,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-09,2019-04-17,8 days 03:58:23.371000000,892.8,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2019-04-09,2019-04-19,10 days 06:53:52.861000000,109.71,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': 'b5959c5d-be6e-4a0b-a39a-096cd21ed82f', 'SupplierCode': '3M Company', 'SupplierName': '3M Company'}",2019-04-09,2019-04-24,15 days 04:19:29.372000000,1452.0,b5959c5d-be6e-4a0b-a39a-096cd21ed82f,3M Company,3M Company
"{'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}",2019-04-09,2019-04-19,10 days 02:33:53.314000000,439.0,674c4ed6-6a2c-40bf-b7bc-a7eb69bba746,"GRILL WORKS, INC.","GRILL WORKS, INC."
"{'Guid': '525ae327-d3dd-4d28-a396-5a76f17712c1', 'SupplierCode': 'JOHNSON PREMIUM HARDWOOD', 'SupplierName': 'JOHNSON PREMIUM HARDWOOD'}",2019-04-09,2019-04-24,15 days 01:11:20.800000000,7262.92,525ae327-d3dd-4d28-a396-5a76f17712c1,JOHNSON PREMIUM HARDWOOD,JOHNSON PREMIUM HARDWOOD
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-10,2019-04-17,7 days 02:13:49.477000000,1040.4,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2019-04-10,2019-04-16,5 days 19:45:59.553000000,917.2,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-10,2019-04-17,6 days 20:43:21.892000000,1238.8,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '7c099eca-c9d3-4a40-a15a-a09461cdcd3c', 'SupplierCode': 'WD FLOORING', 'SupplierName': 'WD FLOORING'}",2019-04-10,2019-05-29,48 days 23:03:30.523000000,200.0,7c099eca-c9d3-4a40-a15a-a09461cdcd3c,WD FLOORING,WD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-11,2019-04-17,6 days 04:16:56.194000000,2059.6,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-11,2019-04-17,6 days 03:39:11.521000000,1990.6,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-11,2019-04-17,6 days 03:18:07.129000000,2313.4,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-11,2019-04-17,6 days 03:16:31.494000000,2313.4,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8ac9fd31-468e-4758-921a-d2b237f2b55a', 'SupplierCode': 'PADCO INC.', 'SupplierName': 'PADCO INC.'}",2019-04-11,2019-05-06,25 days 01:27:19.681000000,840.0,8ac9fd31-468e-4758-921a-d2b237f2b55a,PADCO INC.,PADCO INC.
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2019-04-11,2019-04-15,3 days 21:28:14.187000000,426.12,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}",2019-04-12,2019-05-02,20 days 04:17:24.361000000,580.0,674c4ed6-6a2c-40bf-b7bc-a7eb69bba746,"GRILL WORKS, INC.","GRILL WORKS, INC."
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-12,2019-05-07,25 days 01:06:12.887000000,3658.4,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'f0433f30-c232-44cd-a2b6-690e334d461e', 'SupplierCode': 'Superior Hardwood Flooring', 'SupplierName': 'Superior Hardwood Flooring'}",2019-04-12,2019-04-26,14 days 00:35:11.401000000,2429.85,f0433f30-c232-44cd-a2b6-690e334d461e,Superior Hardwood Flooring,Superior Hardwood Flooring
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-12,2019-05-07,24 days 23:02:20.705000000,487.8,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2019-04-12,2019-04-19,7 days 03:37:15.177000000,10576.8,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-15,2019-05-07,22 days 01:36:48.278000000,1162.8,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2019-04-15,2019-04-19,4 days 06:09:37.392000000,1039.88,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': 'ca54e8e6-01de-4aae-a0be-1f99610a6878', 'SupplierCode': 'INSL-X PRODUCTS CORP.', 'SupplierName': 'INSL-X PRODUCTS CORP.'}",2019-04-15,2019-05-20,34 days 22:40:48.342000000,54920.6,ca54e8e6-01de-4aae-a0be-1f99610a6878,INSL-X PRODUCTS CORP.,INSL-X PRODUCTS CORP.
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-16,2019-05-07,20 days 23:06:58.259000000,1478.4,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '1dd1f09d-2045-45f0-ad37-2ef3c0d390d0', 'SupplierCode': 'URBAN FLOOR', 'SupplierName': 'URBAN FLOOR'}",2019-04-16,2019-05-14,27 days 21:42:26.636000000,112.0,1dd1f09d-2045-45f0-ad37-2ef3c0d390d0,URBAN FLOOR,URBAN FLOOR
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-16,2019-05-07,20 days 20:11:57.700000000,2371.88,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-16,2019-05-14,27 days 21:03:21.842000000,4952.23,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2019-04-16,2019-04-19,3 days 00:31:18.619000000,745.01,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2019-04-16,2019-04-19,3 days 00:26:04.531000000,77.74,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}",2019-04-17,2019-05-06,19 days 04:58:38.649000000,310.85,674c4ed6-6a2c-40bf-b7bc-a7eb69bba746,"GRILL WORKS, INC.","GRILL WORKS, INC."
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2019-04-17,2019-04-30,13 days 01:30:27.371000000,1166.6,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-17,2019-05-14,26 days 23:53:02.219000000,217.48,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-17,2019-05-07,19 days 19:31:49.616000000,3661.8,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '525ae327-d3dd-4d28-a396-5a76f17712c1', 'SupplierCode': 'JOHNSON PREMIUM HARDWOOD', 'SupplierName': 'JOHNSON PREMIUM HARDWOOD'}",2019-04-17,2019-04-29,12 days 00:32:44.929000000,4350.32,525ae327-d3dd-4d28-a396-5a76f17712c1,JOHNSON PREMIUM HARDWOOD,JOHNSON PREMIUM HARDWOOD
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2019-04-18,2019-04-23,5 days 03:23:37.384000000,519.6,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-18,2019-05-07,19 days 02:27:20.459000000,3446.4,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'e3392871-d37c-4d7b-aa63-fd636e28ba38', 'SupplierCode': 'STARECASING', 'SupplierName': 'STARECASING'}",2019-04-18,2019-04-29,10 days 23:35:09.089000000,657.84,e3392871-d37c-4d7b-aa63-fd636e28ba38,STARECASING,STARECASING
"{'Guid': 'd320ea27-5022-44fe-b03a-7038f3e85d65', 'SupplierCode': 'American OEM', 'SupplierName': 'American OEM'}",2019-04-19,2019-05-06,17 days 02:59:40.332000000,7820.22,d320ea27-5022-44fe-b03a-7038f3e85d65,American OEM,American OEM
"{'Guid': '0e24c155-a16e-401a-9a07-fc6e15f51ea7', 'SupplierCode': ""KOSTER'S WOOD FLOOR STORE"", 'SupplierName': ""KOSTER'S WOOD FLOOR STORE""}",2019-04-19,2019-06-06,48 days 06:02:24.779000000,3738.69,0e24c155-a16e-401a-9a07-fc6e15f51ea7,KOSTER'S WOOD FLOOR STORE,KOSTER'S WOOD FLOOR STORE
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-19,2019-05-07,17 days 23:33:39.817000000,1444.8,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'f0433f30-c232-44cd-a2b6-690e334d461e', 'SupplierCode': 'Superior Hardwood Flooring', 'SupplierName': 'Superior Hardwood Flooring'}",2019-04-19,2019-04-26,6 days 20:08:03.289000000,2496.0,f0433f30-c232-44cd-a2b6-690e334d461e,Superior Hardwood Flooring,Superior Hardwood Flooring
"{'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}",2019-04-19,2019-05-09,19 days 23:56:34.822000000,255.0,674c4ed6-6a2c-40bf-b7bc-a7eb69bba746,"GRILL WORKS, INC.","GRILL WORKS, INC."
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2019-04-19,2019-04-19,0 days 00:01:14.867000000,338.0,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': 'd94374ea-6751-4398-af75-9bdf91ae439d', 'SupplierCode': 'FORTIFIBER CORPORATION', 'SupplierName': 'Henry Company'}",2019-04-22,2019-05-29,37 days 05:51:53.996000000,11300.0,d94374ea-6751-4398-af75-9bdf91ae439d,FORTIFIBER CORPORATION,Henry Company
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-22,2019-05-07,15 days 02:57:15.365000000,2710.0,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2019-04-22,2019-04-30,8 days 01:14:58.225000000,2725.17,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': 'e462cc98-230f-4dcb-803a-fcadaf1369d1', 'SupplierCode': 'Ohio Valley Flooring', 'SupplierName': 'Ohio Valley Flooring'}",2019-04-22,2019-04-22,0 days 00:06:52.115000000,107.82,e462cc98-230f-4dcb-803a-fcadaf1369d1,Ohio Valley Flooring,Ohio Valley Flooring
"{'Guid': 'd320ea27-5022-44fe-b03a-7038f3e85d65', 'SupplierCode': 'American OEM', 'SupplierName': 'American OEM'}",2019-04-22,2019-05-06,13 days 22:30:39.826000000,4993.92,d320ea27-5022-44fe-b03a-7038f3e85d65,American OEM,American OEM
"{'Guid': 'f0433f30-c232-44cd-a2b6-690e334d461e', 'SupplierCode': 'Superior Hardwood Flooring', 'SupplierName': 'Superior Hardwood Flooring'}",2019-04-22,2019-04-26,3 days 21:43:10.937000000,4459.0,f0433f30-c232-44cd-a2b6-690e334d461e,Superior Hardwood Flooring,Superior Hardwood Flooring
"{'Guid': '97358c1d-d9ff-4af3-8513-ce250880293d', 'SupplierCode': 'PAW ENTERPRISES', 'SupplierName': 'PAW ENTERPRISES'}",2019-04-22,2019-04-30,7 days 22:02:38.188000000,506.6,97358c1d-d9ff-4af3-8513-ce250880293d,PAW ENTERPRISES,PAW ENTERPRISES
"{'Guid': 'f0433f30-c232-44cd-a2b6-690e334d461e', 'SupplierCode': 'Superior Hardwood Flooring', 'SupplierName': 'Superior Hardwood Flooring'}",2019-04-22,2019-04-26,3 days 20:29:37.935000000,59.26,f0433f30-c232-44cd-a2b6-690e334d461e,Superior Hardwood Flooring,Superior Hardwood Flooring
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-22,2019-05-07,14 days 19:19:51.071000000,815.85,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '9f09a640-5bf9-435c-ab85-e49db47d014e', 'SupplierCode': 'Artistic Finishes', 'SupplierName': 'Artistic Finishes'}",2019-04-22,2019-05-02,9 days 20:37:42.125000000,50.7,9f09a640-5bf9-435c-ab85-e49db47d014e,Artistic Finishes,Artistic Finishes
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-23,2019-05-14,21 days 04:17:22.514000000,1491.2,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '042f88d1-f621-4177-9d78-f87826d6b9c6', 'SupplierCode': 'From the Forest, LLC', 'SupplierName': 'From the Forest, LLC'}",2019-04-23,2019-06-11,49 days 08:22:38.251000000,2724.6,042f88d1-f621-4177-9d78-f87826d6b9c6,"From the Forest, LLC","From the Forest, LLC"
"{'Guid': '042f88d1-f621-4177-9d78-f87826d6b9c6', 'SupplierCode': 'From the Forest, LLC', 'SupplierName': 'From the Forest, LLC'}",2019-04-23,2019-05-09,15 days 23:53:03.929000000,49.21,042f88d1-f621-4177-9d78-f87826d6b9c6,"From the Forest, LLC","From the Forest, LLC"
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2019-04-23,2019-05-08,14 days 23:15:20.634000000,6444.6,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}",2019-04-23,2019-05-06,12 days 20:56:41.084000000,300.0,674c4ed6-6a2c-40bf-b7bc-a7eb69bba746,"GRILL WORKS, INC.","GRILL WORKS, INC."
"{'Guid': '97358c1d-d9ff-4af3-8513-ce250880293d', 'SupplierCode': 'PAW ENTERPRISES', 'SupplierName': 'PAW ENTERPRISES'}",2019-04-23,2019-04-26,2 days 23:17:57.842000000,3872.0,97358c1d-d9ff-4af3-8513-ce250880293d,PAW ENTERPRISES,PAW ENTERPRISES
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2019-04-23,2019-04-30,6 days 20:18:34.550000000,3799.18,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2019-04-23,2019-05-14,20 days 19:19:05.883000000,696.8,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
