AverageLandPrice,CreatedBy,CreatedOn,DefaultPurchasePrice,DefaultSellPrice,Guid,IsAssembledProduct,IsBatchTracked,IsComponent,IsSellable,IsSerialized,LastModifiedBy,LastModifiedOn,MaxStockAlertLevel,MinStockAlertLevel,NeverDiminishing,Notes,Obsolete,ProductCode,ProductDescription,ProductGroup,SellPriceTier1,SellPriceTier10,SellPriceTier2,SellPriceTier3,SellPriceTier4,SellPriceTier5,SellPriceTier6,SellPriceTier7,SellPriceTier8,SellPriceTier9,Supplier
3.7267,jon@iwhardwood.com,/Date(1523192181710)/,3.85,5.89,4494ddb8-7464-445f-9514-5583346911c4,False,False,False,True,False,jon@iwhardwood.com,/Date(1564835565255)/,25.0,18.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorScrDur17180,Durite Screens 17' Diameter 180 Grit,"{'GroupName': 'Sandpaper-Screens', 'Guid': '5f9dd370-dbac-4e47-8fa9-1430ec0e601c', 'LastModifiedOn': '/Date(1536764610139)/'}","{'Name': 'Premium Retailer', 'Value': '5.2900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '5.3900'}","{'Name': 'Premium Contractor', 'Value': '5.5900'}","{'Name': 'Contractor 1', 'Value': '6.0900'}","{'Name': 'Contractor 2', 'Value': '6.1900'}","{'Name': 'Builder', 'Value': '6.1900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261120520', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
3.66,jon@iwhardwood.com,/Date(1523192181740)/,3.85,5.89,e861d355-62f5-47cb-b116-3af0eaab2758,False,False,False,True,False,jon@iwhardwood.com,/Date(1563983383855)/,46.0,31.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorScrDur17220,Durite Screens 17' Diameter 220 Grit,"{'GroupName': 'Sandpaper-Screens', 'Guid': '5f9dd370-dbac-4e47-8fa9-1430ec0e601c', 'LastModifiedOn': '/Date(1536764610139)/'}","{'Name': 'Premium Retailer', 'Value': '5.2900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '5.3900'}","{'Name': 'Premium Contractor', 'Value': '5.5900'}","{'Name': 'Contractor 1', 'Value': '6.0900'}","{'Name': 'Contractor 2', 'Value': '6.1900'}","{'Name': 'Builder', 'Value': '6.1900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261131726', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
4.9252,jon@iwhardwood.com,/Date(1523192182570)/,4.99,7.69,bc878008-6636-4968-96d3-57d937e709d1,False,False,False,True,False,sue@iwhardwood.com,/Date(1563980346162)/,30.0,10.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorScrDur18100,Durite Screens 18' Diameter 100 Grit,"{'GroupName': 'Sandpaper-Screens', 'Guid': '5f9dd370-dbac-4e47-8fa9-1430ec0e601c', 'LastModifiedOn': '/Date(1536764610139)/'}","{'Name': 'Premium Retailer', 'Value': '6.8900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '6.9900'}","{'Name': 'Premium Contractor', 'Value': '7.2900'}","{'Name': 'Contractor 1', 'Value': '7.7900'}","{'Name': 'Contractor 2', 'Value': '8.0900'}","{'Name': 'Builder', 'Value': '8.0900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261120529', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
4.28,jon@iwhardwood.com,/Date(1523192182600)/,4.28,6.59,139972ca-7dbf-4d38-8090-4f6cdacb5159,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542637083)/,20.0,10.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorScrDur18120,Durite Screens 18' Diameter 120 Grit,"{'GroupName': 'Sandpaper-Screens', 'Guid': '5f9dd370-dbac-4e47-8fa9-1430ec0e601c', 'LastModifiedOn': '/Date(1536764610139)/'}","{'Name': 'Premium Retailer', 'Value': '5.8900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '5.9900'}","{'Name': 'Premium Contractor', 'Value': '6.2900'}","{'Name': 'Contractor 1', 'Value': '6.6900'}","{'Name': 'Contractor 2', 'Value': '6.8900'}","{'Name': 'Builder', 'Value': '6.8900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261120528', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
4.0491,jon@iwhardwood.com,/Date(1523192182693)/,4.05,6.19,f5fcf60b-60bb-4ac9-8a34-665f6bd46ce4,False,False,False,True,False,jon@iwhardwood.com,/Date(1564835563894)/,20.0,10.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorScrDur18150,Durite Screens 18' Diameter 150 Grit,"{'GroupName': 'Sandpaper-Screens', 'Guid': '5f9dd370-dbac-4e47-8fa9-1430ec0e601c', 'LastModifiedOn': '/Date(1536764610139)/'}","{'Name': 'Premium Retailer', 'Value': '5.5900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '5.6900'}","{'Name': 'Premium Contractor', 'Value': '5.8900'}","{'Name': 'Contractor 1', 'Value': '6.3900'}","{'Name': 'Contractor 2', 'Value': '6.5900'}","{'Name': 'Builder', 'Value': '6.5900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261120527', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
4.69,jon@iwhardwood.com,/Date(1523192183053)/,5.23,7.99,bf547b3b-2bb7-43d1-9748-0bfd3d614fd6,False,False,False,True,False,jon@iwhardwood.com,/Date(1563983362928)/,2.0,1.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorScrDur19120,Durite Screens 19' Diameter 120 Grit,"{'GroupName': 'Sandpaper-Screens', 'Guid': '5f9dd370-dbac-4e47-8fa9-1430ec0e601c', 'LastModifiedOn': '/Date(1536764610139)/'}","{'Name': 'Premium Retailer', 'Value': '7.1900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '7.3900'}","{'Name': 'Premium Contractor', 'Value': '7.6900'}","{'Name': 'Contractor 1', 'Value': '8.1900'}","{'Name': 'Contractor 2', 'Value': '8.4900'}","{'Name': 'Builder', 'Value': '8.4900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261120534', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
3.74,jon@iwhardwood.com,/Date(1523192183210)/,4.68,7.19,8944b2dc-00de-47d8-8c95-3818bfe09585,False,False,False,True,False,jon@iwhardwood.com,/Date(1563983361386)/,2.0,1.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorScrDur19180,Durite Screens 19' Diameter 180 Grit,"{'GroupName': 'Sandpaper-Screens', 'Guid': '5f9dd370-dbac-4e47-8fa9-1430ec0e601c', 'LastModifiedOn': '/Date(1536764610139)/'}","{'Name': 'Premium Retailer', 'Value': '6.3900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '6.5900'}","{'Name': 'Premium Contractor', 'Value': '6.8900'}","{'Name': 'Contractor 1', 'Value': '7.3900'}","{'Name': 'Contractor 2', 'Value': '7.5900'}","{'Name': 'Builder', 'Value': '7.5900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261120532', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
5.1467,jon@iwhardwood.com,/Date(1523192183443)/,5.23,7.99,cd906468-826f-4f35-aa03-d151ab09f366,False,False,False,True,False,jon@iwhardwood.com,/Date(1563983325703)/,5.0,4.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorScrDur20120,Durite Screens 20' Diameter 120 Grit,"{'GroupName': 'Sandpaper-Screens', 'Guid': '5f9dd370-dbac-4e47-8fa9-1430ec0e601c', 'LastModifiedOn': '/Date(1536764610139)/'}","{'Name': 'Premium Retailer', 'Value': '7.1900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '7.3900'}","{'Name': 'Premium Contractor', 'Value': '7.6900'}","{'Name': 'Contractor 1', 'Value': '8.1900'}","{'Name': 'Contractor 2', 'Value': '8.4900'}","{'Name': 'Builder', 'Value': '8.4900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261120540', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
7.91,jon@iwhardwood.com,/Date(1523192183710)/,8.87,13.59,1cc0c8ae-d350-45fb-8782-ff602f20de2e,False,False,False,True,False,jon@iwhardwood.com,/Date(1563983324381)/,5.0,4.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorScrDur2060,Durite Screens 20' Diameter 60 Grit,"{'GroupName': 'Sandpaper-Screens', 'Guid': '5f9dd370-dbac-4e47-8fa9-1430ec0e601c', 'LastModifiedOn': '/Date(1536764610139)/'}","{'Name': 'Premium Retailer', 'Value': '12.1900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '12.4900'}","{'Name': 'Premium Contractor', 'Value': '12.9900'}","{'Name': 'Contractor 1', 'Value': '13.8900'}","{'Name': 'Contractor 2', 'Value': '14.2900'}","{'Name': 'Builder', 'Value': '14.2900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261120543', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
3.4914,jon@iwhardwood.com,/Date(1523192184303)/,4.29,6.59,bc1058e5-24ac-4f2d-8560-4c6c680d0302,False,False,False,True,False,jon@iwhardwood.com,/Date(1563983360027)/,2.0,1.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorScrRed15100,Red Heat Screens 15' Diameter 100 Grit,"{'GroupName': 'Sandpaper-Screens', 'Guid': '5f9dd370-dbac-4e47-8fa9-1430ec0e601c', 'LastModifiedOn': '/Date(1536764610139)/'}","{'Name': 'Premium Retailer', 'Value': '5.8900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '5.9900'}","{'Name': 'Premium Contractor', 'Value': '6.2900'}","{'Name': 'Contractor 1', 'Value': '6.6900'}","{'Name': 'Contractor 2', 'Value': '6.8900'}","{'Name': 'Builder', 'Value': '6.8900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261026295', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
4.22,jon@iwhardwood.com,/Date(1523192184663)/,5.2,7.99,aa68f019-28f0-4ece-9dad-b2464c94f0a5,False,False,False,True,False,jon@iwhardwood.com,/Date(1563983358592)/,9.0,6.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorScrRed1580,Red Heat Screens 15' Diameter 80 Grit,"{'GroupName': 'Sandpaper-Screens', 'Guid': '5f9dd370-dbac-4e47-8fa9-1430ec0e601c', 'LastModifiedOn': '/Date(1536764610139)/'}","{'Name': 'Premium Retailer', 'Value': '7.1900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '7.2900'}","{'Name': 'Premium Contractor', 'Value': '7.5900'}","{'Name': 'Contractor 1', 'Value': '8.1900'}","{'Name': 'Contractor 2', 'Value': '8.3900'}","{'Name': 'Builder', 'Value': '8.3900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261026296', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
4.93,jon@iwhardwood.com,/Date(1523192184740)/,4.93,7.59,8a5f5608-6ff2-4ba5-abba-d342fe83e0c5,False,False,False,True,False,sue@iwhardwood.com,/Date(1563980346099)/,21.0,15.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorScrRed16100,Red Heat Screens 16' Diameter 100 Grit,"{'GroupName': 'Sandpaper-Screens', 'Guid': '5f9dd370-dbac-4e47-8fa9-1430ec0e601c', 'LastModifiedOn': '/Date(1536764610139)/'}","{'Name': 'Premium Retailer', 'Value': '6.7900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '6.9900'}","{'Name': 'Premium Contractor', 'Value': '7.1900'}","{'Name': 'Contractor 1', 'Value': '7.6900'}","{'Name': 'Contractor 2', 'Value': '7.9900'}","{'Name': 'Builder', 'Value': '7.9900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261026300', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
4.0727,jon@iwhardwood.com,/Date(1523192184803)/,4.25,6.49,71993d8e-0d11-4c71-86a3-c7b0dd7e295b,False,False,False,True,False,sue@iwhardwood.com,/Date(1563980346099)/,20.0,14.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorScrRed16120,Red Heat Screens 16' Diameter 120 Grit,"{'GroupName': 'Sandpaper-Screens', 'Guid': '5f9dd370-dbac-4e47-8fa9-1430ec0e601c', 'LastModifiedOn': '/Date(1536764610139)/'}","{'Name': 'Premium Retailer', 'Value': '5.7900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '5.9900'}","{'Name': 'Premium Contractor', 'Value': '6.1900'}","{'Name': 'Contractor 1', 'Value': '6.6900'}","{'Name': 'Contractor 2', 'Value': '6.8900'}","{'Name': 'Builder', 'Value': '6.8900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261026299', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
3.26,jon@iwhardwood.com,/Date(1523192184883)/,4.03,6.19,aa8dba29-8f5a-46d0-b270-52cc4cf7f327,False,False,False,True,False,jon@iwhardwood.com,/Date(1563983357216)/,2.0,1.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorScrRed16150,Red Heat Screens 16' Diameter 150 Grit,"{'GroupName': 'Sandpaper-Screens', 'Guid': '5f9dd370-dbac-4e47-8fa9-1430ec0e601c', 'LastModifiedOn': '/Date(1536764610139)/'}","{'Name': 'Premium Retailer', 'Value': '5.4900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '5.6900'}","{'Name': 'Premium Contractor', 'Value': '5.8900'}","{'Name': 'Contractor 1', 'Value': '6.2900'}","{'Name': 'Contractor 2', 'Value': '6.4900'}","{'Name': 'Builder', 'Value': '6.4900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261026297', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
3.5185,jon@iwhardwood.com,/Date(1523192184976)/,4.03,6.19,f424d448-9d22-4034-84f4-42887a61e1aa,False,False,False,True,False,jon@iwhardwood.com,/Date(1563983355777)/,5.0,3.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorScrRed16220,Red Heat Screens 16' Diameter 220 Grit,"{'GroupName': 'Sandpaper-Screens', 'Guid': '5f9dd370-dbac-4e47-8fa9-1430ec0e601c', 'LastModifiedOn': '/Date(1536764610139)/'}","{'Name': 'Premium Retailer', 'Value': '5.4900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '5.6900'}","{'Name': 'Premium Contractor', 'Value': '5.8900'}","{'Name': 'Contractor 1', 'Value': '6.2900'}","{'Name': 'Contractor 2', 'Value': '6.4900'}","{'Name': 'Builder', 'Value': '6.4900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261071018', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
5.96,jon@iwhardwood.com,/Date(1523192185040)/,5.96,9.19,f8790ae7-40f6-46f3-82ea-0820524d0331,False,False,False,True,False,jon@iwhardwood.com,/Date(1564403425798)/,7.0,5.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorScrRed1680,Red Heat Screens 16' Diameter 80 Grit,"{'GroupName': 'Sandpaper-Screens', 'Guid': '5f9dd370-dbac-4e47-8fa9-1430ec0e601c', 'LastModifiedOn': '/Date(1536764610139)/'}","{'Name': 'Premium Retailer', 'Value': '8.1900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '8.3900'}","{'Name': 'Premium Contractor', 'Value': '8.6900'}","{'Name': 'Contractor 1', 'Value': '9.3900'}","{'Name': 'Contractor 2', 'Value': '9.5900'}","{'Name': 'Builder', 'Value': '9.5900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261026301', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
6.26,jon@iwhardwood.com,/Date(1523192185100)/,6.26,9.59,97e7d0ae-2976-47c5-9c30-af0349ca0396,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542637723)/,10.0,7.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorScrRed17100,Red Heat Screens 17' Diameter 100 Grit,"{'GroupName': 'Sandpaper-Screens', 'Guid': '5f9dd370-dbac-4e47-8fa9-1430ec0e601c', 'LastModifiedOn': '/Date(1536764610139)/'}","{'Name': 'Premium Retailer', 'Value': '8.5900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '8.7900'}","{'Name': 'Premium Contractor', 'Value': '9.1900'}","{'Name': 'Contractor 1', 'Value': '9.7900'}","{'Name': 'Contractor 2', 'Value': '10.0900'}","{'Name': 'Builder', 'Value': '10.0900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261026304', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
5.3542,jon@iwhardwood.com,/Date(1523192185146)/,5.37,8.29,4b73e5b6-299c-4083-b534-c12110e4b866,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542637770)/,20.0,14.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorScrRed17120,Red Heat Screens 17' Diameter 120 Grit,"{'GroupName': 'Sandpaper-Screens', 'Guid': '5f9dd370-dbac-4e47-8fa9-1430ec0e601c', 'LastModifiedOn': '/Date(1536764610139)/'}","{'Name': 'Premium Retailer', 'Value': '7.3900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '7.5900'}","{'Name': 'Premium Contractor', 'Value': '7.8900'}","{'Name': 'Contractor 1', 'Value': '8.3900'}","{'Name': 'Contractor 2', 'Value': '8.6900'}","{'Name': 'Builder', 'Value': '8.6900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261026303', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
6.7399000000000004,jon@iwhardwood.com,/Date(1523192185366)/,7.57,11.59,e1d90cee-054e-4b66-b501-2fbcd36ef8bd,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542637803)/,15.0,11.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorScrRed1780,Red Heat Screens 17' Diameter 80 Grit,"{'GroupName': 'Sandpaper-Screens', 'Guid': '5f9dd370-dbac-4e47-8fa9-1430ec0e601c', 'LastModifiedOn': '/Date(1536764610139)/'}","{'Name': 'Premium Retailer', 'Value': '10.3900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '10.6900'}","{'Name': 'Premium Contractor', 'Value': '11.0900'}","{'Name': 'Contractor 1', 'Value': '11.8900'}","{'Name': 'Contractor 2', 'Value': '12.1900'}","{'Name': 'Builder', 'Value': '12.1900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261026305', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
4.5219000000000005,jon@iwhardwood.com,/Date(1523192185493)/,5.37,8.29,bc47c9e1-3c13-4b75-a75c-9e8e428f881f,False,False,False,True,False,jon@iwhardwood.com,/Date(1563983354490)/,5.0,4.0,False,"{""BoxQuantity"":10, ""Stock"": ""True""}",False,NorScrRed18120,Red Heat Screens 18' Diameter 120 Grit,"{'GroupName': 'Sandpaper-Screens', 'Guid': '5f9dd370-dbac-4e47-8fa9-1430ec0e601c', 'LastModifiedOn': '/Date(1536764610139)/'}","{'Name': 'Premium Retailer', 'Value': '7.3900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '7.5900'}","{'Name': 'Premium Contractor', 'Value': '7.8900'}","{'Name': 'Contractor 1', 'Value': '8.3900'}","{'Name': 'Contractor 2', 'Value': '8.6900'}","{'Name': 'Builder', 'Value': '8.6900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '66261026307', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}"
